title,author,recipesubmitter,tester,rating,ratingnum,description,category,times1,timesyield,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,source,link,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25
Chocolate Chip Molasses Cookies,By Taste Of Home Editorial Team,"Recipe by Mellowdee Jae Brooks, Moscow, Idaho",Tested by Taste of Home Test Kitchen,3.8,4,"This recipe originally came from my grandmother but I have altered it a bit to add my favorite: chocolate chips. They are not a traditional molasses cookie so even people who don't enjoy molasses like these cookies.—Mellowdee Jae Brooks, Moscow, Idaho",Cookies,Total Time:Prep: 25 min. Bake: 10 min./batch,"Yield:7-1/2 dozen
Prep:25 min
Cook:10 min",2,"In a large bowl, beat the shortening, sugar and molasses. Add eggs, one at a time, beating well after each addition. Combine the flour, baking soda and salt; gradually add to creamed mixture. Stir in chocolate chips. 
   Roll into 1-in. balls. Place 2 in. apart on ungreased baking sheets. Bake at 375° for 8-10 minutes or until edges are firm. Remove to wire racks.",8,1 cup shortening,1-1/2 cups sugar,1/2 cup molasses,2 large eggs,3 cups all-purpose flour,1-1/2 teaspoons baking soda,1 teaspoon salt,2 cups semisweet chocolate chips,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/chocolate-chip-molasses-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawaiian Wedding Cake Cookies,By Taste Of Home Editorial Team,"Recipe by Darlene Brenden, Salem, Oregon",Tested by Taste of Home Test Kitchen,5,3,"Macadamia nuts and pineapple help give this Hawaiian cookie recipe its tropical name. —Darlene Brenden, Salem, Oregon",Dishes & Beverages,Total Time:Prep: 20 min. Cook: 15 min. + cooling,"Yield:1-1/2 dozen
Prep:20 min
Cook:15 min",2,"In a small bowl, cream the butter, confectioners' sugar and vanilla until light and fluffy, 3-4 minutes. Gradually add flour and mix well. Stir in nuts and pineapple. Shape into 1-in. balls. Place 2 in. apart on ungreased baking sheets. 
   Bake at 350° for 14-16 minutes or until lightly browned. Remove to wire racks to cool completely. Roll cooled cookies in additional confectioners' sugar.",7,"1/2 cup butter, softened",1/4 cup confectioners' sugar,1/2 teaspoon vanilla extract,1 cup all-purpose flour,"1/2 cup finely chopped macadamia nuts, toasted",2 tablespoons finely chopped candied pineapple,Additional confectioners' sugar,NA,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/hawaiian-wedding-cake-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frosted Brown Sugar Cookies,By Taste Of Home Editorial Team,Recipe by Loretta Patterson,Tested by Taste of Home Test Kitchen,5,3,"These old-fashioned, cake-like cookies are sweet and buttery. They pair equally well with a glass of cold milk or a cup of hot coffee.",Cookies,Total Time:Prep: 20 min. Bake: 10 min. + cooling,"Yield:about 2 dozen
Prep:20 min
Cook:10 min",3,"In a small bowl, cream butter and brown sugar. Beat in egg and sour cream; mix well. Combine the flour, baking soda and salt; gradually add to creamed mixture and mix well. 
   Drop by tablespoonfuls 2 in. apart onto greased baking sheets. Bake at 375° for 9-11 minutes or until golden brown. Remove to wire racks to cool.
   For frosting, in a small saucepan, melt butter over low heat; add brown sugar. Cook and stir for 2 minutes. Gradually add the milk. Bring to a boil, stirring constantly. Remove from the heat. Stir in confectioners' sugar. Cool for 20-30 minutes. Frost cooled cookies.",12,"1/2 cup butter, softened",1 cup packed brown sugar,1 egg,1/2 cup sour cream,1-3/4 cups all-purpose flour,1/2 teaspoon baking soda,1/4 teaspoon salt,brown sugar frosting:,1/4 cup butter,1/2 cup packed brown sugar,2 tablespoons milk,1 cup confectioners' sugar,NA,Taste of Home,https://www.tasteofhome.com/recipes/frosted-brown-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holiday Lace Cookies,By Taste Of Home Editorial Team,"Recipe by Mildred Sherrer, Fort Worth, Texas",Tested by Taste of Home Test Kitchen,4.5,2,"It's hard to stop eating these buttery cookies dotted with pecans and dried cranberries. I cherish this recipe from my mother. —Mildred Sherrer, Fort Worth, Texas",Dishes & Beverages,Total Time:Prep: 45 min. + chilling Bake: 15 min./batch + cooling,"Yield:4 dozen
Prep:45 min
Cook:15 min",2,"In a bowl, cream butter and confectioners' sugar until light and fluffy. Beat in corn syrup. Gradually beat in flour and mix well. Fold in pecans and cranberries. Shape dough into two 6-in. logs; wrap each and chill until firm, at least 2 hours. 
   Unwrap and cut into 1/4-in. slices. Place 3 in. apart on ungreased foil-lined baking sheets. Bake at 350° until center and edges are browned and lacy, 11-12 minutes. Allow cookies to cool completely before carefully removing from foil.",6,"1 cup butter, softened",2-1/4 cups confectioners' sugar,1/4 cup light corn syrup,1-1/4 cups all-purpose flour,1 cup chopped pecans,1/4 cup dried cranberries,NA,NA,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/holiday-lace-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drop Cookies,By Val Goodrich,"Recipe by Kelly Ward-Hartman, Cape Coral, Florida",Tested by Taste of Home Test Kitchen,4.5,2,"Mastering this drop cookies recipe opens the door to perfecting all kinds of cookies, such as slice-and-bakes, thumbprints or cutouts.",Cookies,Total Time:Prep: 15 min. Bake: 10 min./batch,"Yield:6-1/2 dozen
Prep:15 min
Cook:10 min",2,"Preheat oven to 350°. In a large bowl, cream butter and sugars until light and fluffy, 5-7 minutes. Add eggs, 1 at a time, beating well after each addition. Beat in vanilla. Combine flour and baking powder; gradually add to creamed mixture and mix well. Stir in pretzels, peanuts, chocolate chunks and raisins. 
   Drop by tablespoonfuls 2 in. apart onto parchment-lined baking sheets. Bake until edges are golden brown, 10-14 minutes. Cool 2 minutes before removing to wire racks.",11,"1 cup butter, softened",1 cup packed brown sugar,1/2 cup sugar,"2 large eggs, room temperature",3 teaspoons vanilla extract,2-1/2 cups all-purpose flour,3/4 teaspoon baking powder,2 cups halved pretzel sticks,1 cup coarsely chopped dry roasted peanuts,1 cup semisweet chocolate chunks,1 cup raisins,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/chunky-drop-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookie Fruit Baskets,By Taste Of Home Editorial Team,"Recipe by Theresa Lieber, North Fort Myers, Florida",Tested by Taste of Home Test Kitchen,3.9,10,"“When visiting a friend, I helped organize her recipe collection into scrapbooks,” recalls Theresa Myslicki of North Fort Myers, Florida. “When I found this recipe, I asked to copy it. I served the elegant dessert at my bridge club luncheon to oohs and aahs.” TIP: Fill these five-ingredient cookie cups with any flavor of ice cream, frozen yogurt or sorbet.",Dishes & Beverages,Total Time:Prep: 15 min. Bake: 10 min./batch + cooling,"Yield:12 servings
Prep:15 min
Cook:10 min",3,"In a small saucepan, melt butter over low heat. Stir in brown sugar and corn syrup; cook and stir until mixture comes to a boil. Remove from the heat. Stir in flour. Fold in pecans and vanilla. 
   Drop by tablespoonfuls 3 in. apart onto parchment-lined baking sheets. Bake at 325° for 8-10 minutes or until golden brown. 
   Cool for 30-60 seconds; peel cookies off paper. Immediately drape over inverted 6-oz. custard cups; cool completely. Scoop ice cream into baskets; top with berries.",7,1/4 cup butter,1/4 cup packed brown sugar,1/4 cup light corn syrup,3-1/2 tablespoons all-purpose flour,1/2 cup ground pecans,1/2 teaspoon vanilla extract,Vanilla ice cream and fresh berries,NA,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/cookie-fruit-baskets/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Biscotti,By Taste Of Home Editorial Team,"Recipe by Theresa Smith, Lee, New Hampshire",Tested by Taste of Home Test Kitchen,3.3,3,"With a hint of apricots, these chocolate chip biscotti taste great alongside a cup of coffee or tea.Friends and family are always happy to receive a batch for Christmas.—Theresa Smith, Lee, New Hampshire",Cookies,Total Time:Prep: 30 min. Bake: 40 min. + cooling,"Yield:3 dozen
Prep:30 min
Cook:40 min",5,"In a large bowl, cream butter and 1-1/2 cups sugar. Add eggs, one at a time, beating well after each addition. Beat in vanilla. 
   Combine the flour, baking powder and salt; gradually add to creamed mixture. Stir in apricots and chocolate chips. 
   Divide dough in half. On ungreased baking sheets, shape each portion into a 12-in. x 2-1/2-in. rectangle. Sprinkle with remaining sugar. Bake at 325° for 30 minutes or until firm. Cool for 5 minutes. 
   Transfer to a cutting board; cut diagonally with a serrated knife into 1/2-in. slices. Place cut side down on ungreased baking sheets. Bake for 6-8 minutes or until golden brown. 
   Remove to wire racks to cool. Store in an airtight container.",9,"3/4 cup butter, softened","1-1/2 cups plus 1-1/2 teaspoons sugar, divided",4 eggs,3 teaspoons vanilla extract,4 cups all-purpose flour,3 teaspoons baking powder,1/2 teaspoon salt,1 cup finely chopped dried apricots,1 cup swirled semisweet and white chocolate chips,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/chocolate-chip-biscotti/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iced Cinnamon Chip Cookies,By Taste Of Home Editorial Team,"Recipe by Katie Jean Boyd, Roachdale, Indiana",Tested by Taste of Home Test Kitchen,4.7,7,I take these cookies to family gatherings and socials and give them as gifts to friends. The cinnamon flavor and soft frosting make them special. My mom helped me bake my first batch of cookies when I was 8. She's my role model.,Cookies,Total Time:Prep: 30 min. Bake: 10 min./batch + cooling,"Yield:about 3-1/2 dozen
Prep:30 min
Cook:10 min",3,"In a large bowl, cream butter and sugars until light and fluffy. Beat in eggs and vanilla. Combine the flour, baking soda and salt; gradually add to creamed mixture and mix well. Fold in cinnamon chips. 
   Drop by rounded tablespoonfuls 2 in. apart onto ungreased baking sheets. Bake at 350° for 10-12 minutes or until golden brown. Remove to wire racks to cool.
   In a small bowl, combine icing ingredients; beat on high speed for 1-2 minutes or until fluffy. Spread over cooled cookies.",15,"1 cup butter, softened",3/4 cup sugar,3/4 cup packed brown sugar,2 eggs,1 teaspoon vanilla extract,3 cups all-purpose flour,1 teaspoon baking soda,1 teaspoon salt,1 package (10 ounces) cinnamon baking chips,icing:,"1/4 cup butter, melted",1/4 cup shortening,1-1/4 cups confectioners' sugar,Taste of Home,https://www.tasteofhome.com/recipes/iced-cinnamon-chip-cookies/,1 tablespoon milk,3/4 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triple-Chocolate Brownie Cookies,By Taste Of Home Editorial Team,"Recipe by Linda Robinson, New Braunfels, Texas",Tested by Taste of Home Test Kitchen,4.7,11,"Our family of chocolate lovers gets triply excited when these cookies come out of the oven. They have the texture and taste of fudge brownies, and the chocolate chip-based drizzle make them look so tempting.",Cookies,Total Time:Prep: 25 min. + chilling Bake: 10 min./batch + cooling,"Yield:6 dozen
Prep:25 min
Cook:10 min",3,"In a microwave melt chocolate and butter; stir until smooth. Cool slightly. In a large bowl, beat eggs and sugar. Stir in chocolate mixture. Combine the flour, cocoa, baking powder and salt; gradually add to chocolate mixture and mix well. Stir in 1-1/2 cups chocolate chips. Cover and refrigerate 2 hours or until easy to handle. 
   Preheat oven to 350°. Drop by tablespoonfuls 2 in. apart onto greased baking sheets. Bake 7-9 minutes or until edges are set and tops are slightly cracked. Cool 2 minutes before removing from pans to wire racks to cool completely.
   In a microwave, melt remaining chips and shortening; stir until smooth. Drizzle over cookies. Let stand 30 minutes or until chocolate is set. Store in an airtight container.",10,"4 ounces unsweetened chocolate, chopped","3/4 cup butter, cubed",4 large eggs,2 cups sugar,1-1/2 cups all-purpose flour,1/2 cup baking cocoa,2 teaspoons baking powder,1/2 teaspoon salt,"2 cups semisweet chocolate chips, divided",2 teaspoons shortening,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/triple-chocolate-brownie-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cherry Pecan Dreams,By Taste Of Home Editorial Team,"Recipe by Mary Ann Mariotti, Plainfield, Illinois",Tested by Taste of Home Test Kitchen,5,6,"Packed with fruit, nuts and vanilla chips, these are always a treat. To vary the flavor,  swap in dried cranberries or apricots for the cherries, and pistachios for the pecans. —Mary Ann Mariotti, Plainfield, Illinois",Cookies,Total Time:Prep: 25 min. Bake: 10 min./batch,"Yield:about 3 dozen
Prep:25 min
Cook:10 min",2,"In a large bowl, cream butter and sugars until light and fluffy, 5-7 minutes. Beat in egg and orange zest. Combine the flour, baking soda and salt; gradually add to creamed mixture and mix well. Fold in the chips, cherries and pecans. 
   Drop by rounded tablespoonfuls 2 in. apart onto greased baking sheets. Bake at 350° for 10-12 minutes or until edges are golden brown. Cool for 2 minutes before removing to wire racks.",11,"1 cup butter, softened",1/2 cup sugar,1/2 cup packed brown sugar,"1 large egg yolk, room temperature",1 tablespoon grated orange zest,2-1/4 cups all-purpose flour,1 teaspoon baking soda,1/2 teaspoon salt,2 cups white baking chips,"1 cup dried cherries, coarsely chopped",1 cup chopped pecans,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/cherry-pecan-dreams/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Lemon Drop Cookies,By Taste Of Home Editorial Team,"Recipe by Jalayne Luckett, Marion, Illinois",Tested by Taste of Home Test Kitchen,2,3,"No one would suspect that these adorable, glazed cookies are low in fat. Jalayne Luckett bakes up the cute citrus bites in her Marion, Illinois kitchen.",Cookies,Total Time:Prep: 20 min. Bake: 10 min./batch + cooling,"Yield:3-1/2 dozen
Prep:20 min
Cook:10 min",3,"In a small bowl, beat eggs until frothy. Beat in the sugar, lemon zest and extract. Combine flour and baking powder; gradually add to sugar mixture and mix well. 
   Drop by teaspoonfuls 2 in. apart onto baking sheets coated with cooking spray. Bake at 325° for 10-12 minutes or until lightly browned. Cool completely on baking sheets before removing to wire racks. 
   For glaze, in a small bowl, combine confectioners' sugar and enough lemon juice to achieve desired consistency; drizzle over cookies.",9,"2 large eggs, room temperature",1 cup sugar,2 teaspoons grated lemon zest,2 teaspoons lemon extract,1-1/3 cups all-purpose flour,1 teaspoon baking powder,glaze:,1-1/2 cups confectioners' sugar,1 to 2 tablespoons lemon juice,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/easy-lemon-drop-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Skeleton Cookies,By Taste Of Home Editorial Team,"Recipe by Lisa Rupple, Keenesburg, Colorado",Tested by Taste of Home Test Kitchen,3.6,7,"Put these cute treats out for your next ghost and goblin party and watch them disappear.--Lisa Rupple, Keenesburg, Colorado",Cookies,Total Time:Prep: 45 min. Bake: 10 min./batch + cooling,"Yield:3 dozen
Prep:45 min
Cook:10 min",4,"In a large bowl, cream butter and sugars until light and fluffy. Beat in egg and vanilla. Combine the flour, cocoa and baking soda; gradually add to creamed mixture and mix well. Cover and refrigerate for 1-2 hours or until easy to handle.    
   On a lightly floured surface, roll dough to 1/8-in. thickness. Cut with a floured 3-in. gingerbread boy cookie cutter. Place on greased baking sheets. 
   Bake at 375° for 7-8 minutes or until set. Cool for 1 minute before removing from pans to wire racks to cool completely.  
   For icing, in a small bowl, combine confectioners' sugar and milk until smooth. Cut a small hole in the corner of a resealable plastic bag; fill with icing. Pipe skeleton bones on cookies.",10,"1 cup butter, softened",1 cup sugar,1/2 cup packed brown sugar,1 egg,1 teaspoon vanilla extract,2-3/4 cups all-purpose flour,1/2 cup baking cocoa,1 teaspoon baking soda,1-1/2 cups confectioners' sugar,2 tablespoons 2% milk,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/chocolate-skeleton-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
