title,author,rating,ratingnum,card1,card2,card3,card4,yield,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,source,link,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,ingredient29,ingredient30,ingredient31,ingredient32,ingredient33,ingredient34,ingredient35,ingredient36,ingredient37,ingredient38,ingredient39,ingredient40,ingredient41,ingredient42
Red Velvet Cookies,Amanda Rettke,NA,NA,Prep Time 15 minutes mins,Cook Time 12 minutes mins,NA,Total Time 27 minutes mins,NA,4," 1 box devil’s food cake mix
"," 1/2 cup (1 stick or 113g) butter, softened
"," 2 eggs, beaten
", Red Gel Food Coloring,NA,NA,NA,NA,NA,i am baker,https://iambaker.net/red-velvet-melting-snowman-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Sandwich Cookies with Brown Butter Buttercream,Amanda Rettke,5,2,Prep Time 20 minutes mins,Cook Time 14 minutes mins,Chilling Time 30 minutes mins,Total Time 1 hour hr 4 minutes mins,NA,19,"Pumpkin Cookies
"," 1 ½ cups (367.5 g) pure pumpkin
"," 3 cups (375 g) all-purpose flour
"," 1 ½ teaspoons baking powder
"," 1 teaspoon baking soda
"," 1 teaspoon kosher salt
"," 2 teaspoons pumpkin pie spice
"," 1 teaspoon ground cinnamon
"," ¼ teaspoon ground ginger
",i am baker,https://iambaker.net/pumpkin-sandwich-cookies-with-brown-butter-buttercream/," ¾ cup (1 ½ sticks / 170 g) unsalted butter, softened to room temperature
"," 1 cup (200 g) light brown sugar, packed
"," ¾ cup (150 g) granulated sugar
"," 1 large egg, room temperature
", 2 teaspoons whole milk," Brown Butter Buttercream
"," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," 2 cups (250 g) confectioners' sugar
"," 2 teaspoons vanilla extract
", 3 tablespoons buttermilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Sandwich Cookies with Brown Butter Buttercream,Amanda Rettke,5,2,Prep Time 20 minutes mins,Cook Time 14 minutes mins,Chilling Time 30 minutes mins,Total Time 1 hour hr 4 minutes mins,NA,19,"Pumpkin Cookies
"," 1 ½ cups (367.5 g) pure pumpkin
"," 3 cups (375 g) all-purpose flour
"," 1 ½ teaspoons baking powder
"," 1 teaspoon baking soda
"," 1 teaspoon kosher salt
"," 2 teaspoons pumpkin pie spice
"," 1 teaspoon ground cinnamon
"," ¼ teaspoon ground ginger
",i am baker,https://iambaker.net/pumpkin-sandwich-cookies-with-brown-butter-buttercream/," ¾ cup (1 ½ sticks / 170 g) unsalted butter, softened to room temperature
"," 1 cup (200 g) light brown sugar, packed
"," ¾ cup (150 g) granulated sugar
"," 1 large egg, room temperature
", 2 teaspoons whole milk," Brown Butter Buttercream
"," 1 cup (2 sticks / 227 g) unsalted butter, room temperature
"," 2 cups (250 g) confectioners' sugar
"," 2 teaspoons vanilla extract
", 3 tablespoons buttermilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Sugar Cookie Sandwiches,Amanda Rettke,NA,NA,Prep Time 20 minutes mins,Cook Time 10 minutes mins,NA,Total Time 30 minutes mins,NA,17,"SUGAR COOKIES
"," 1 1/2 cups (339g) butter, room temperature
"," 2 cups (400g) granulated sugar
"," 2 large eggs, room temperature
"," 2 large egg yolks
"," 3 teaspoons lemon extract
"," 2 drops yellow gel food coloring
"," 1 tablespoon lemon zest, optional
"," 4 cups (500g) all-purpose flour
",i am baker,https://iambaker.net/lemon-sugar-cookie-sandwiches/," 1 teaspoon salt
", 1 teaspoon baking powder," BUTTERCREAM
"," 1 cup (2 sticks or 226g) unsalted butter
"," 2 teaspoons vanilla extract
"," 32 ounces (about 7 1/2 cups) confectioners' sugar
"," 2 tablespoons whole milk
", 1 pinch salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 12 minutes mins,NA,Total Time 22 minutes mins,NA,11," 1 ⅔ cups (208 grams) cake flour
"," 1 ⅔ cups (208 grams) bread flour
"," 1 ¼ teaspoons baking soda
"," 1 ½ teaspoons baking powder
"," 1 ¼ cups (284g) unsalted butter, room temperature
"," 1 ½ teaspoons coarse salt
"," 1 cup (200g) granulated sugar
"," 1 ¼ cups (10 ounces or 225g) packed light brown sugar
"," 2 large eggs, room temperature
",i am baker,https://iambaker.net/spider-chocolate-chip-cookies/," 2 teaspoons vanilla extract
", 16 ounces (about 3 cups) chocolate chips or chunks (I use a combination of both and reserve a few to place on top of the cookie before baking),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Fudge Pepper Cookies,Amanda Rettke,NA,NA,Prep Time 15 minutes mins,Cook Time 10 minutes mins,NA,Total Time 25 minutes mins,NA,10," ¾ cup all-purpose flour
"," ¼ teaspoon baking soda
"," ¼ teaspoon coarse ground black pepper
"," ¼ teaspoon salt
"," 7 tablespoons unsweetened cocoa
"," 5 tablespoons butter
"," ⅓ cup brown sugar, packed
"," ⅔ cup granulated sugar
"," 1 cup sour cream
",i am baker,https://iambaker.net/chocolate-fudge-pepper-cookies/, 1 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Oatmeal Lactation Cookies,Amanda Rettke,NA,NA,Prep Time 10 minutes mins,Cook Time 15 minutes mins,NA,Total Time 25 minutes mins,NA,15," 1 1/2 c flour
"," 1 1/2 c oats can be quick oats
"," 1 tbsp. ground flaxseed
"," 2 tsp. Brewers yeast
"," 1 1/2 c sugar
"," 3/4 c shortening
"," 1 tsp. vanilla
"," 2 large eggs
"," 1 tsp. cocoa
",i am baker,https://iambaker.net/chocolate-chip-oatmeal-lactation-cookies/," 1/2 tsp. all spice
"," 1 tsp. cinnamon
"," 1 tsp. salt
"," 1 tsp. baking powder
"," 1 tsp. baking soda
", 10 oz bag Dairy Free mini chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triple Chocolate Devils Food Cookies,Amanda Rettke,NA,NA,Prep Time 15 minutes mins,Cook Time 10 minutes mins,NA,Total Time 25 minutes mins,NA,5," 1 box Devils Food Cake Mix
"," ½ cup vegetable or canola oil
"," 2 large eggs, room temperature
"," ¾ cup white chocolate chips
", ¼ cup milk chocolate chips,NA,NA,NA,NA,i am baker,https://iambaker.net/triple-chocolate-devils-food-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garbage Bars,Amanda Rettke,5,5,Prep Time 10 minutes mins,Cook Time 30 minutes mins,NA,Total Time 40 minutes mins,NA,8," 1 ½ cups graham cracker crumbs
"," ½ cup melted butter
"," 1 can (15 ounces) sweetened condensed milk
"," ½ cup peanut butter chips
"," ½ cup milk chocolate chips, or semi-sweet
"," ½ cup white chocolate chips
"," ½ cup butterscotch chips
"," 1 cup coconut flakes or sweetened shredded coconut, (you can use up to 1 ½ cups)",NA,i am baker,https://iambaker.net/garbage-bars-magic-cookie-bars/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cream Cheese Frosting for Fruit Pizza,Amanda Rettke,NA,NA,Prep Time 20 minutes mins,NA,NA,Total Time 20 minutes mins,NA,4," 8 oz cream cheese room temp.
"," 3 tbsp. butter room temp.
"," 1/2 tsp. vanilla
", 2 1/2 c powder sugar,NA,NA,NA,NA,NA,i am baker,https://iambaker.net/rainbow-fruit-cookie-cake/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rose Neapolitan Spritz Cookies,Amanda Rettke,4.34,6,Prep Time 50 minutes mins,Cook Time 8 minutes mins,NA,Total Time 58 minutes mins,NA,18,"SPRITZ COOKIES
"," 1 cup (226g) butter, room temperature
"," ½ cup granulated sugar
"," 1 large egg, room temperature
"," ½ teaspoon vanilla extract
"," ¼ teaspoon almond extract
"," 2¼ cups all-purpose flour
", ½ teaspoon salt," STRAWBERRY SPRITZ
",i am baker,https://iambaker.net/rose-neapolitan-spritz-cookies/," ¼ teaspoon strawberry extract
", pink gel food coloring," CHOCOLATE SPRITZ
"," ¼ cup cocoa, in replace of flour and no almond extract"," MARSHMALLOW BUTTERCREAM
"," 1 cup (2 sticks or 226g) butter, softened
"," 4 cups confectioners' sugar
"," ½ teaspoon almond extract
", 1 jar (13 ounces) marshmallow creme or fluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Buttercream,Amanda Rettke,NA,NA,Prep Time 5 minutes mins,NA,NA,Total Time 5 minutes mins,NA,6," 1 cup butter
"," 1 bag (2 pounds) confectioners' sugar, about 7-8 cups
"," 2 teaspoons strawberry extract
"," 4 tablespoons milk
"," 1 dash kosher salt
", 1 -2 drops pink food coloring,NA,NA,NA,i am baker,https://iambaker.net/neapolitan-chocolate-cookie-cups-strawberry-buttercream/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triple Chocolate Sugar Cookies with White Chocolate Buttercream,Amanda Rettke,NA,NA,Prep Time 25 minutes mins,Cook Time 11 minutes mins,NA,Total Time 36 minutes mins,NA,8," 1 1/4 cup granulated sugar
"," 2 sticks room temperature butter
"," 1 egg
"," 1 tsp. vanilla extract
"," 2 cups all purpose flour
"," 1 cup cocoa powder
"," 2-3 ounces chopped white chocolate
", Pinch of salt,NA,i am baker,https://iambaker.net/triple-chocolate-sugar-cookies-white-chocolate-buttercrea/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Meringue Cookies,Amanda Rettke,5,2,Prep Time 10 minutes mins,Cook Time 45 minutes mins,cooling 1 hour hr,Total Time 55 minutes mins,NA,5," 4 egg whites at room temperature
"," 1/2 tsp. McCormick® Cream of Tartar
"," 1 cup granulated sugar
"," 1 tsp. McCormick® Pure Vanilla Extract
", Food Coloring Red and Green for Christmas cookies,NA,NA,NA,NA,i am baker,https://iambaker.net/christmas-meringue-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Velvet Sugar Cookies,Amanda Rettke,NA,NA,Prep Time 5 minutes mins,Cook Time 8 minutes mins,NA,Total Time 13 minutes mins,NA,10," 1 1/2 c Butter I Use Unsalted
"," 1 tsp. Salt
"," 2 tbsp. cocoa
"," 4 c All-purpose Flour
"," 1 tsp. red gel food coloring
"," 2 tsp. Almond Extract
"," 4 tsp. Vanilla Extract
"," 3 eggs
"," 2 c Sugar
",i am baker,https://iambaker.net/chocolate-coated-marshmallow-red-velvet-sugar-cookies/, 1 tsp. Baking Powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Velvet Graham Crackers,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,10," 1 cup brown sugar, packed
"," 2 1/2 cups all-purpose flour
"," 1 teaspoon baking soda
"," 2 tablespoons cocoa
"," 3/4 teaspoon salt
"," 1/3 cup honey
"," 5 tablespoons buttermilk
"," 7 tablespoons butter, chilled and cut into cubes
"," 1 teaspoon red gel food coloring, adding more or less per taste
",i am baker,https://iambaker.net/red-velvet-graham-crackers/, 2 tablespoons vanilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oatmeal Cookies,Amanda Rettke,5,13,Prep Time 5 minutes mins,Cook Time 7 minutes mins,NA,Total Time 12 minutes mins,NA,12," 1 ½ cups (187.5 g) all-purpose flour
"," ½ teaspoon baking powder
"," ½ teaspoon baking soda
"," ½ teaspoon kosher salt
"," ½ teaspoon cinnamon
"," ¼ teaspoon nutmeg
"," 2 cups (180 g) rolled oats
"," ½ cup (1 stick / 113 g) unsalted butter, room temperature
"," 1 cup (200 g) light brown sugar, packed
",i am baker,https://iambaker.net/oatmeal-cookies/," 2 large eggs, room temperature
"," 1 teaspoon vanilla extract
", 1 tablespoon molasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Velvet Sugar Cookies,Amanda Rettke,NA,NA,Prep Time 15 minutes mins,Cook Time 8 minutes mins,NA,Total Time 23 minutes mins,NA,10," 1 1/2 cup Butter, Unsalted
"," 1 tsp. Salt
"," 2 tbsp. cocoa
"," 4 cups All-purpose Flour
"," 1 tsp. red gel food coloring
"," 2 tsp. Almond Extract
"," 4 tsp. Vanilla Extract
"," 3 eggs
"," 2 cups Granulated Sugar
",i am baker,https://iambaker.net/red-velvet-sugar-cookies/, 1 tsp. Baking Powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Velvet Sugar Cookies,Amanda Rettke,NA,NA,Prep Time 15 minutes mins,Cook Time 8 minutes mins,NA,Total Time 23 minutes mins,NA,10," 1 1/2 cup Butter, Unsalted
"," 1 tsp. Salt
"," 2 tbsp. cocoa
"," 4 cups All-purpose Flour
"," 1 tsp. red gel food coloring
"," 2 tsp. Almond Extract
"," 4 tsp. Vanilla Extract
"," 3 eggs
"," 2 cups Granulated Sugar
",i am baker,https://iambaker.net/red-velvet-sugar-cookies/, 1 tsp. Baking Powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Velvet Sugar Cookies,Amanda Rettke,NA,NA,Prep Time 15 minutes mins,Cook Time 8 minutes mins,NA,Total Time 23 minutes mins,NA,10," 1 1/2 cup Butter, Unsalted
"," 1 tsp. Salt
"," 2 tbsp. cocoa
"," 4 cups All-purpose Flour
"," 1 tsp. red gel food coloring
"," 2 tsp. Almond Extract
"," 4 tsp. Vanilla Extract
"," 3 eggs
"," 2 cups Granulated Sugar
",i am baker,https://iambaker.net/red-velvet-sugar-cookies/, 1 tsp. Baking Powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White Chocolate Buttercream,Amanda Rettke,5,2,Prep Time 10 minutes mins,NA,NA,Total Time 10 minutes mins,NA,4," ½ cup (1 stick / 113 g) butter
"," 2 cups confectioners' sugar
"," 1 cup chopped white chocolate, good quality
"," 1 tablespoon milk, or more as needed",NA,NA,NA,NA,NA,i am baker,https://iambaker.net/white-chocolate-buttercream/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oatmeal Raisin Cookies with Maple Glaze,Amanda Rettke,5,7,Prep Time 10 minutes mins,Cook Time 10 minutes mins,Cooling 10 minutes mins,Total Time 20 minutes mins,NA,16,"Cookies
"," ¾ cup brandy or rum, for soaking raisins (optional)
"," 1 cup salted butter softened
"," 1 cup brown sugar packed
"," ½ cup granulated sugar
"," 2 large eggs, room temperature
"," 1 teaspoon vanilla
"," 1 ½ cups all-purpose flour
"," 3 cups old-fashioned oats
",i am baker,https://iambaker.net/maple-oatmeal-raisin-cookies/," 1 teaspoon baking soda
"," 2 teaspoons cinnamon
", 1 cup raisins," Glaze
"," ¼ cup pure maple syrup
"," 2 tablespoons butter
", 1 cup confectioners' sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,NA,NA,Prep Time 30 minutes mins,Cook Time 8 minutes mins,NA,Total Time 38 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/buttercream-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,NA,NA,Prep Time 30 minutes mins,Cook Time 8 minutes mins,NA,Total Time 38 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/buttercream-sugar-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/rose-cookie-tutorial/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/rose-cookie-tutorial/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/rose-cookie-tutorial/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/rose-cookie-tutorial/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/rose-cookie-tutorial/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/rose-cookie-tutorial/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/rose-cookie-tutorial/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/rose-cookie-tutorial/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugar Cookies,Amanda Rettke,5,NA,Prep Time 10 minutes mins,Cook Time 8 minutes mins,NA,Total Time 18 minutes mins,NA,9," 1 -½ cup Butter I Use Unsalted
"," 2 c Sugar
"," 2 whole Eggs
"," 2 whole Eggs Yolks
"," 4 tsp. Vanilla Extract
"," 2 tsp. Almond Extract
"," 4 c All-purpose Flour
"," 1 tsp. Salt
", 1 tsp. Baking Powder,i am baker,https://iambaker.net/rose-cookie-tutorial/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ugly Christmas Sweater Cookies,Amanda Rettke,5,NA,Prep Time 15 minutes mins,Cook Time 8 minutes mins,Chill 1 hour hr,Total Time 1 hour hr 23 minutes mins,NA,9," 1 ½ cups (3 sticks or 340g) unsalted butter, room temperature
"," 2 cups (400g) granulated sugar
"," 2 large eggs, room temperature
"," 2 large egg yolks
"," 1 tablespoon vanilla extract
"," 2 teaspoons almond extract
"," 4 cups (500g) all-purpose flour
"," 1 teaspoon salt
", 1 teaspoon baking powder,i am baker,https://iambaker.net/ugly-christmas-sweater-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ugly Christmas Sweater Cookies,Amanda Rettke,5,NA,Prep Time 15 minutes mins,Cook Time 8 minutes mins,Chill 1 hour hr,Total Time 1 hour hr 23 minutes mins,NA,9," 1 ½ cups (3 sticks or 340g) unsalted butter, room temperature
"," 2 cups (400g) granulated sugar
"," 2 large eggs, room temperature
"," 2 large egg yolks
"," 1 tablespoon vanilla extract
"," 2 teaspoons almond extract
"," 4 cups (500g) all-purpose flour
"," 1 teaspoon salt
", 1 teaspoon baking powder,i am baker,https://iambaker.net/ugly-christmas-sweater-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookie Bonbons,Amanda Rettke,NA,NA,Prep Time 10 minutes mins,Cook Time 25 minutes mins,NA,Total Time 35 minutes mins,NA,28," 1 stick unsalted butter
"," 1/2 cup powder sugar
"," 1/4 teaspoon almond extract
"," 1 lemon zested-as finely as possible
"," 1/8 teaspoon salt
"," 2 tablespoons milk
", 1 2/3 cups whole wheat flour, ," 3 cups powder sugar
",i am baker,https://iambaker.net/cookie-bonbons/," 1/4 cup hot water
"," 1/4 cup light corn syrup
"," 1 tablespoon canola oil
"," 1/2 teaspoon almond extract
", (optiona1 tsp vanilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
