title,author,up_date,rating,ratingnum,comments,category,course,cuisine,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,source,link,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20
S'mores No Bake Cookies,Kate Dean,"August 20, 2024",5,1,1 Comment,Desserts,Dessert,American,10 minutes,1 minute,NA,11 minutes,20 cookies,10,"Places crackers on a cooling rack set on a rimmed backing sheet.
Top each cracker with about a tablespoon of marshmallow fluff.
Place baking sheet in freezer, and let freeze for 10 minutes.
Toward the end of the freezing time, melt chocolate chips and coconut oil together in a microwave-safe bowl. For me, this takes about a minute.
Stir to combine melted chocolate and coconut oil.
Dip the top or entire cookie in chocolate.
Place on cooling rack.
Place tray with cooling rack in the freezer, and let freeze 10 minutes.
Move to fridge, and continue to cool until ready to serve.
Store leftovers in the fridge.",4,▢ 7 ounce package Carr's Whole Wheat Crackers or similar cracker*,▢ 4 ounces marshmallow fluff,▢ 4 ounces semisweet or bittersweet chocolate chips,▢ 1 tablespoon melted coconut oil,NA,NA,NA,NA,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/smores-no-bake-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Chocolate Chip Oatmeal Cookies,Kate Dean,"December 14, 2024",5,6,19 Comments,Cookies,Dessert,American,15 minutes,12 minutes,NA,27 minutes,37 cookies,12,"Preheat oven to 375 F. Line baking sheets with parchment paper or silicone baking mat.
Melt butter in a microwave-safe bowl.
Add brown sugar, and stir to combine.
Let stand 5 minutes.
Add egg and egg yolk; stir to combine.
Stir in vanilla extract.
Add flour, baking soda, and salt. Stir until just combined.
Stir in oats until just combined.
Add chocolate chips and nuts, if using, and stir in.
Using a medium cookie scoop (1.5 tablespoon), drop scoops of dough 2 inches apart on prepared cookie sheet.
Bake for about 7-10 minutes, or until the edges of the cookies are golden brown.
Let cool on cookie sheet for 5 minutes. Remove to wire rack to finish cooling.",10,▢ 1 cup butter,▢ 1 ½ cups brown sugar packed,▢ 1 large egg + 1 egg yolk,▢ 1 tablespoon vanilla extract,▢ 2 cups sifted all-purpose flour,▢ 1 teaspoon baking soda,▢ ¾ teaspoon kosher salt or scant 1/2 teaspoon table salt,▢ 2 cups old-fashioned rolled oats,▢ 10 ounce package chocolate chips,▢ 1/2 cup chopped pecans or walnuts optional,NA,I Heart Eating,https://www.ihearteating.com/easy-chocolate-chip-oatmeal-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muffin Tin Chocolate Chip Cookies,Kate Dean,"March 28, 2023",4.97,31,58 Comments,Cookies,Dessert,American,15 minutes,12 minutes,NA,27 minutes,NA,12,"Preheat oven to 350 F. Grease standard 12-cup muffin tin or line with paper liners*.
Melt butter in a heavy saucepan.
Add brown sugar to a large bowl.
Pour melted butter over sugar.
Stir to combine butter and sugar. Let stand 5 minutes.
Add egg and egg yolk; stir to combine.
Stir in vanilla extract.
Add flour, baking soda, and salt. Stir until just combined.
Stir in chocolate chips.
Using a medium cookie scoop (1.5 tablespoon), drop a scoop of cookie dough into each muffin cup.
Bake for about 7-10 minutes, or until the edges of the cookies are just beginning to reach golden brown.
Let cool in muffin tin for 5 minutes. Remove to wire rack to finish cooling.",9,▢ 1 cup (226 g) butter,▢ 1 ½ cups (320 g) brown sugar packed,▢ 1 large egg,▢ 1 egg yolk,▢ 1 tablespoon vanilla extract,▢ 3 cups (360 g) all-purpose flour,▢ 1 teaspoon baking soda,▢ ¾ teaspoon kosher salt or scant 1/2 tsp. table salt,▢ 10 ounce package chocolate chips,NA,NA,I Heart Eating,https://www.ihearteating.com/muffin-tin-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chewy Chocolate Cookies,Kate Dean,"January 18, 2023",5,4,13 Comments,Cookies,Dessert,American,35 minutes,8 minutes,NA,43 minutes,16 cookies,10,"Whisk flour, cocoa powder, baking soda, and salt together in a medium bowl. Set aside.
In a separate small bowl, whisk corn syrup, egg white, and vanilla together until well-combined. Set aside.
In a large bowl, beat butter and sugars together on medium until well-combined, about 2 minutes.
Add corn syrup mixture, and beat on low until well-combined, about 30 seconds. Scrape down the sides as needed.
Stir in flour until just incorporated. Cookie dough should look like thick brownie batter at this point.
Cover, and chill dough until firm, about 30 minutes.
Preheat oven to 375 F. Line two baking sheets with parchment paper or silicone baking mats.
Scoop 1.5 tablespoon scoops of dough, and place on prepared baking sheets, spacing about 2 inches apart.
Bake for 8-11 minutes. Cookies will look set on the top and at the edges but will look underdone in the cracks.
Immediately remove from baking sheet and place on a wire cooling rack to finish cooling.",10,▢ 1 ½ (180 g) cups all-purpose flour,▢ ¾ cup (63 g) Dutch-processed cocoa powder,▢ ½ teaspoon baking soda,▢ ¼ teaspoon salt,▢ ½ cup (156 g) dark corn syrup,▢ 1 large egg white,▢ 2 teaspoons vanilla extract,"▢ 12 tablespoons (169 g) butter, softened",▢ ½ cup (99 g) granulated sugar,"▢ ⅓ cup (71 g) brown sugar, packed",NA,I Heart Eating,https://www.ihearteating.com/chewy-chocolate-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toffee Chocolate Chip Cookies,Kate Dean,"September 29, 2022",4.93,28,66 Comments,Cookies,Dessert,American,45 minutes,13 minutes,NA,58 minutes,30 cookies,13,"Preheat oven to 375 F. Line baking sheets with parchment paper or silicone baking mat.
Melt butter in a heavy saucepan.
Add brown sugar to a large bowl.
Pour melted butter over sugar.
Stir to combine butter and sugar. Let stand 5 minutes.
Add egg and egg yolk; stir to combine.
Stir in vanilla extract.
Add flour, baking soda, and salt. Stir until just combined.
Stir in toffee bits and chocolate chips.
I like to chill the dough for at least 30 minutes to give the ingredients a chance to meld. 
Using a medium cookie scoop (1.5 tablespoon), drop scoops of dough 2 inches apart on prepared cookie sheet.
Bake for about 8-12 minutes, or until the edges of the cookies are golden brown.
Let cool on cookie sheet for 5 minutes. Remove to wire rack to finish cooling.",9,▢ 1 cup butter,▢ 1 ½ cups dark brown sugar packed,▢ 1 large egg + 1 egg yolk,▢ 1 tablespoon vanilla extract,▢ 3 cups all-purpose flour*,▢ 1 teaspoon baking soda,▢ ¾ teaspoon kosher salt or scant 1/2 teaspoon table salt,▢ ½ cup toffee bits,▢ 1 ½ cups semisweet chocolate chips,NA,NA,I Heart Eating,https://www.ihearteating.com/toffee-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Sugar Cookies,Kate Dean,"February 15, 2024",5,4,6 Comments,Cookies,Dessert,American,25 minutes,10 minutes,NA,35 minutes,30 cookies,13,"Preheat oven to 350 F. Line two baking sheets with parchment paper or silicone baking mat.
In a mixing bowl, whisk together flour, baking powder, and salt until combined. Set aside.
In a large bowl, beat together butter and sugars until well-combined.
Beat in egg yolks one at a time, scraping down the sides as necessary.
Mix in vanilla extract, lemon flavor, lemon zest, sour cream, and milk until combined. Batter may look curdled at this point.
Add dry ingredients, and mix until just combined.
Scoop dough using a medium cookie scoop (1.5 tablespoons), and drop onto prepared baking sheets, spacing cookies 2-inches apart.
Bake for 10-13 minutes.
Let cool on baking sheet for 10 minutes.
Transfer to a wire rack to finish cooling.
To make the frosting, beat together butter, powdered sugar, 2 tablespoons milk, vanilla, lemon zest, and salt.
Beat until well-combined, adding in additional milk as needed.
Frost cooled cookies with frosting.",18,▢ 2 ¼ cups all-purpose flour,▢ 2 teaspoon baking powder,▢ ½ teaspoon salt,▢ ¾ cup butter at cool room temperature,▢ ½ cup granulated sugar,▢ ½ cup brown sugar packed,▢ 2 large egg yolks,▢ 1 teaspoon lemon flavor,▢ ½ teaspoon vanilla extract,▢ 2 tablespoons finely grated fresh lemon zest,▢ ½ cup sour cream,I Heart Eating,https://www.ihearteating.com/lemon-sour-cream-sugar-cookies/,▢ 2 tablespoons milk,▢ ½ cup butter at cool room temperature,▢ 3 cup powdered sugar,▢ 2-4 tablespoons milk or heavy whipping cream,▢ 1 teaspoon finely grated fresh lemon zest,▢ ½ teaspoon vanilla extract,▢ Pinch of salt,NA,NA
Raspberry Tassies Recipe,Kate Dean,"February 22, 2023",5,1,11 Comments,Cookies,Dessert,American,10 minutes,10 minutes,NA,20 minutes,24 servings,7,"Beat butter, cream cheese, flour, and almond extract together until well-combined.
Cover dough, and chill until firm.*
Preheat oven to 400 F. Grease and flour a 24-cup mini muffin tin.
Divide chilled dough between the mini muffin cups, pressing dough into the bottom and up the sides.
Divide fruit filling between cookie cups.
Bake for about 10-15 minutes, or until tassies are light golden brown.
Let cool in pan before removing.",5,▢ ½ cup butter at cool room temperature,▢ 3 ounces cream cheese softened,▢ ½ teaspoon almond extract,▢ 1 cup all-purpose flour,▢ 21 ounce can raspberry fruit filling,NA,NA,NA,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/raspberry-tassies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft and Chewy M&M Cookies,Kate Dean,"December 16, 2024",5,5,8 Comments,Cookies,Dessert,American,15 minutes,8 minutes,NA,23 minutes,32 cookies,11,"In a small bowl, whisk together flour, baking soda, and salt. Set aside.
In a large bowl, beat together butter and shortening until well-combined.
Add sugars, and beat for about 4-5 minutes on high, or until very well-combined.
Add eggs, one at a time, and vanilla; beat in for 3 minutes.
Stir in flour until just combined.
Add chocolate chips and M&M’s; stir in.
Cover, and refrigerate dough for at least 2 hours.
Preheat oven to 375 F, and line 2 baking sheets with parchment paper.
Drop dough by medium scoops (1.5 tablespoons) onto prepared cookie sheets.
Bake for about 8-10 minutes, or until very lightly browned at the edges.
Remove from oven, and let cool on baking sheet.",11,▢ 3 cups all-purpose flour properly measured. See the note below.,▢ 1 teaspoon baking soda,▢ ¾ teaspoon salt,▢ ½ cup butter at cool room temperature,▢ ½ cup plain vegetable shortening,▢ 1 cup light brown sugar packed,▢ ¾ cup granulated sugar,▢ 2 large eggs,▢ 1 tablespoon vanilla extract,▢ 1 ½ cups M&M's Chocolate Candies,"▢ 1 cups chocolate chips dark, semi-sweet, milk chocolate chips, or chunks",I Heart Eating,https://www.ihearteating.com/bakery-style-mm-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chewy Snickerdoodle Cookies,Kate Dean,"November 13, 2025",5,5,3 Comments,Cookies,Dessert,American,15 minutes,8 minutes,NA,23 minutes,36 cookies,12,"Beat butter and shortening together until well-combined.
Mix in sugar until incorporated.
Add eggs and vanilla, and mix in until combined.
Stir in flour, cream of tartar, baking soda, and salt until just combined.
Cover, and chill dough for at least 1 hour.
Preheat oven to 375 F. Line baking sheets with parchment paper or silicone baking mats.
Stir together sugar and cinnamon in a small, shallow dish.
Using a 1 ½ tablespoon cookie scoop, scoop out balls of cookie dough.
Roll into balls, and then roll in cinnamon/sugar.
Place on cookie sheet, and barely flatten cookies.
Bake for 8-9 minutes. Cookies will be set but still look wet between the cracks.
Let cool on baking sheet.",11,▢ ½ cup salted butter at cool room temperature,▢ ½ cup shortening,▢ 1 ½ cups granulated sugar,▢ 2 large eggs,▢ 1 teaspoon vanilla extract,▢ 2 ¾ cups all-purpose flour,▢ 1 teaspoon cream of tartar,▢ 1 teaspoon baking soda,▢ ¼ teaspoon salt,▢ ⅓ cup granulated sugar,▢ 1 ½ teaspoons ground cinnamon,I Heart Eating,https://www.ihearteating.com/chewy-snickerdoodle-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacon Molasses Cookies,Kate Dean,"August 19, 2022",5,1,6 Comments,Cookies,Dessert,American,15 minutes,10 minutes,NA,25 minutes,28 cookies,8,"In a large bowl, beat together bacon fat and butter until well-combined.
Add sugars and molasses; beat well to combine.
Add egg and vanilla; mix until well-combined.
Stir in flour, salt, baking soda, ginger, cinnamon, and cloves just until incorporated.
Cover, and chill for a 4+ hours or overnight.
Preheat the oven to 350 F degrees. Line two baking sheets with parchment paper.
Put the 1/4 cup sugar in a shallow bowl. Using a 1.5 tablespoon cookie scoop (medium), roll the dough into balls, drop into the sugar, roll to coat, and place 2 inches apart on the baking sheets.
Bake for 10 to 12 minutes, until the cookies are set. Let cool on the baking sheets for a few minutes, then transfer to a rack to cool completely.",13,▢ ½ cup bacon fat at cool room temperature,▢ ¼ c . butter at cool room temperature,▢ ¾ cup granulated sugar plus extra for rolling the cookies in,▢ ¼ c . brown sugar packed,▢ ¼ cup molasses not blackstrap,▢ 1 large egg,▢ ½ tsp . vanilla,▢ 2 c . all-purpose flour,▢ 1 teaspoons kosher salt,▢ 2 teaspoons baking soda,▢ 2 teaspoons ground ginger,I Heart Eating,https://www.ihearteating.com/bacon-molasses-cookie-recipe/,▢ 1 teaspoon ground cinnamon,▢ ¼ teaspoon ground cloves,NA,NA,NA,NA,NA,NA,NA
Mapledoodle Cookie Recipe,Kate Dean,"September 1, 2025",5,1,9 Comments,Cookies,Dessert,American,20 minutes,10 minutes,NA,30 minutes,24 cookies,9,"Preheat oven to 325F. Line 2 baking sheets with parchment paper or silicone baking mats. Set aside.
In large bowl, beat brown sugar, shortening, butter, maple syrup, and egg until well-combined.
Stir in remaining ingredients except the granulated sugar and cinnamon for the topping.
Shape dough by rounded tablespoonfuls into 1 ½-inch balls.
Stir together the remaining granulated sugar and ground cinnamon for the topping.
Dip tops of cookies into cinnamon sugar mixture.
On prepared cookie sheet, place balls, sugared sides up, about 2 inches apart.
Bake 10-15 minutes or just until set. The cookies will still look a little wet in the cracks, but the tops and edges should be set. The cookies will also be a little puffed up but will deflate as they cool.
Let cookies cool on cookie sheet for 5 minutes, and then remove cookies to cooling rack.",12,▢ ¾ cup light brown sugar packed,▢ ½ cup shortening,▢ ¼ cup butter at cool room temperature,▢ ¼ cup pure maple syrup,▢ 1 large egg,▢ 1-2 teaspoon(s) maple extract depending on desired maple flavor,▢ 2 ¾ cups all-purpose flour properly measured,▢ 2 teaspoons baking soda,▢ ½ teaspoon ground cinnamon,▢ ¼ teaspoon salt,▢ ¼ cup granulated sugar,I Heart Eating,https://www.ihearteating.com/mapledoodle-cookie-recipe/,▢ ¼ teaspoon ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA
Flourless Almond Joy Cookies,Kate Dean,"August 19, 2022",5,3,20 Comments,Cookies,Dessert,American,10 minutes,8 minutes,NA,18 minutes,32 cookies,9,"Preheat the oven to 350°F.
Line two baking sheets with silicone baking mats. Spray mats with nonstick cooking spray. You can also line with parchment paper.
In a large bowl, whisk together the powdered sugar with cocoa powder and salt.
Stir in the egg whites, ground almonds, and extracts.
Whisk just until the batter comes together.
Stir in the coconut and chocolate chips.
Scoop the batter by the tablespoonful onto the baking sheets. Leave enough space between each cookie for them to spread (about 2 ½ ” of space between each cookie).
Bake for 8-10 minutes.
Makes 32 cookies.",9,▢ 3 c . powdered sugar,▢ ¾ c . unsweetened cocoa powder,▢ ¼ tsp . salt,▢ 4 large egg whites,▢ ½ c . almonds finely ground,▢ 1 T . pure vanilla extract,▢ 1 tsp . almond extract,▢ 1 c . shredded coconut,▢ ¼ c . semisweet mini chocolate chips,NA,NA,I Heart Eating,https://www.ihearteating.com/flourless-almond-joy-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinoa Chocolate Chunk Cookies,Kate Dean,"August 28, 2023",5,15,60 Comments,Cookies,Dessert,American,15 minutes,8 minutes,NA,23 minutes,32 cookies,11,"Preheat oven to 375F. Line two baking sheets with parchment paper or silicone baking liners.
In a medium bowl, whisk together whole-wheat flour, oats, salt, baking powder, and baking soda. Set aside.
In a large bowl, stir together coconut oil and Greek yogurt until combined.
Stir in brown sugar until well-combined.
Add eggs and vanilla, and stir in.
Stir in quinoa until incorporated.
Add dry ingredients, and stir until just combined (it will be thick).
Stir in chocolate chunks and coconut, if using, until just combined.
Using a medium cookie scoop (1-1/2 tablespoon), drop scoops about 2 inches apart on prepared baking sheets.
Bake about 8-10 minutes, or until set and very lightly golden brown.
Let cookies cool for 5 minutes on baking sheet, and then remove to a wire rack to finish cooling.",13,▢ 1 cup whole-wheat flour,▢ 1 cup old-fashioned oats ground,▢ ½ teaspoon kosher salt,▢ ½ teaspoon baking powder,▢ ½ teaspoon baking soda,▢ ¼ cup coconut oil melted,▢ ¼ cup nonfat Greek yogurt at room temperature,▢ ⅔ cup brown sugar packed,▢ 2 large eggs at room temperature,▢ 1 tablespoon vanilla extract,▢ 1 cup cooked quinoa cooled,I Heart Eating,https://www.ihearteating.com/quinoa-coconut-chocolate-chunk-cookies/,▢ ½ cup chocolate chunks or chocolate chips,▢ ¼ cup shredded coconut optional,NA,NA,NA,NA,NA,NA,NA
