title,author,dateentry,dateupdate,rating,ratingnum,category,cuisine,keyword,preptime,cooktime,customtime,totaltime,yield,maybehasyield,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,source,link,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23
Chocolate Caramel Shortbread Bars,Cookies & Cups,"Posted: Mar 8, 2018","Updated: Sep 9, 2022",4.2,9,Cookies,NA,NA,30 minutes,20 minutes,NA,50 minutes,12 bars 1x,NA,7,"Preheat the oven to 350°F. Line a 9×9 baking dish with foil and coat with nonstick spray. Set aside.
In the bowl of your stand mixer fitted with the paddle attachment mix the butter, sugar, and salt together on medium speed for 1 minute. Add in the flour and mix on low speed until just combined. Press the dough evenly into the bottom of the prepared pan and bake for 15-20, or until lightly golden at the edges.
Remove from oven and set aside.
In a medium saucepan combine the butter, brown sugar, corn syrup, and condensed milk. Bring mixture to a boil and continue to boil for 5 minutes, stirring frequently. Remove from heat and using a wooden spoon, stir vigorously for 3 minutes to cool and aerate.
Pour the caramel over the (cooled or warm) crust and spread evenly to the edges. Cool completely.
In a microwave-safe bowl, melt the chocolate in 30 second increments, stirring in between, until completely melted and smooth. Pour the chocolate on top and spread evenly to the edges using an offset spatula. Sprinkle with flaked sea salt, if desired.
Allow the chocolate to set completely and then cut into squares.",10,"11 tablespoons salted butter, room temperature",1/4 cup granulated sugar,1/4 teaspoon kosher salt,1 1/4 cups flour,1/2 cup salted butter,Cookies & Cups,https://cookiesandcups.com/chocolate-caramel-shortbread-bars/,1/2 cup light brown sugar,2 tablespoons light corn syrup,1/2 cup sweetened condensed milk,1 1/3 cups milk chocolate,optional – flaked sea salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
My Favorite Butterhorns,Cookies & Cups,"Posted: Feb 19, 2018","Updated: Feb 13, 2026",5,4,Cookies,NA,NA,15 minutes,18 minutes,NA,33 minutes,36 Cookies 1x,NA,8,"Dough: In a large bowl combine the flour and salt. Add in the cubed butter and cut in using a pastry cutter or fork until the mixture is crumbly. Add in the egg yolk and sour cream and stir until combined and the dough comes together. Wrap the dough in cling wrap and refrigerate for 3 hours or overnight.
Preheat oven to 350°F. Line a baking sheet with parchment paper and set aside.
For the filling, in a small bowl combine the light brown sugar and cinnamon.
Divide the dough into 3, equal portions. Roll each portion out on a floured surface into a thin circle, 12-inches in diameter. Sprinkle 1/3 of the filling mixture onto each dough round.
Using a pizza cutter, cut each round into 12 equal wedges. Roll up each wedge, starting at the wide edge tightly. Place onto the prepared baking sheet with the seam side down and pinched.
Bake for 16-18 minutes, or until the butterhorns are lightly golden. Some of the filling might leak out, this is fine.
Transfer to a wire rack to cool completely.
Glaze: Whisk the powdered sugar and milk together. Drizzle over the butterhorns when they are warm for a thinner glaze, or when they are cooled for a thicker glaze.",9,2 cup all purpose flour,1 teaspoon kosher salt,"13 tablespoons cold butter, cubed",1 egg yolk,3/4 cups sour cream,Cookies & Cups,https://cookiesandcups.com/favorite-butterhorns/,3/4 cup light brown sugar,1 teaspoon ground cinnamon,1 cup powdered sugar,2 tablespoons milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flourless Peanut Butter Cookies,Cookies & Cups,"Posted: Feb 14, 2018","Updated: Sep 9, 2022",4.9,44,Cookies,NA,NA,10 minutes,10 minutes,NA,20 minutes,20 cookies 1x,NA,4,"Preheat oven to 350°F. Line a baking sheet with parchment paper and set aside.
In the bowl of your stand mixer fitted with the paddle attachment mix together the peanut butter and sugar on medium speed until combined and creamy. Add in the egg and baking soda, and mix on medium until smooth.
Using a medium (2 tablespoon sized) cookie scoop, portion out the dough and roll into balls. Place the dough balls onto the prepared baking sheet. Use a fork to press the dough down creating a crisscross pattern.
Bake for 9-10 minutes or until the cookies are set at the edges. Allow the cookies to cool on the baking sheet for 3-4 minutes before transferring to a wire rack to cool completely.",4,1 cup creamy peanut butter,1 cup granulated sugar,1 egg,1 teaspoon baking soda,NA,Cookies & Cups,https://cookiesandcups.com/flourless-peanut-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Half Pound Sprinkle Cookies,Cookies & Cups,"Posted: Feb 8, 2018","Updated: Aug 12, 2020",5,2,Cookies,NA,NA,10 minutes,13 minutes,NA,23 minutes,6 cookies 1x,NA,8,"Preheat oven to 375°F. Line a baking sheet with parchment paper and set aside.
In the bowl of your stand mixer fitted with the paddle attachment mix the butter and sugar together for 2 minutes on medium speed.
Add in the eggs, vanilla, salt, and baking soda. Mix for an additional minute on medium speed, scraping the sides of the bowl as necessary.
Turn the mixer to low speed and add in the flour, mixing until just combined.
Stir in the sprinkles until evenly incorporated.
Portion 8 ounces of cookie dough. Use a food scale to ensure proper weight. Form the dough into a ball and place onto the prepared baking sheet.
Bake for 12-13 minutes until the edges are lightly golden.The tops of the cookies will feel set, but the insides will be slightly under-baked, this is fine.
Allow the cookies to cool on the baking sheet for 4 minutes before transferring them to a wire rack to cool completely.",8,"1 cup cold butter, cubed",1 1/2 cups granulated sugar,2 eggs,2 teaspoons vanilla extract,1 teaspoon kosher salt,Cookies & Cups,https://cookiesandcups.com/half-pound-sprinkle-cookies/,1 teaspoon baking soda,3 cups all purpose flour,1 cup multicolored sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mud Hen Bars,Shelly,"Posted: Jan 22, 2018","Updated: Feb 13, 2026",4.3,21,Dessert,NA,NA,10 minutes,30 minutes,NA,40 minutes,24 bars 1x,NA,10,"Preheat 350°
Spray a 9×13 baking pan lightly with cooking spray
In a large bowl cream together butter, granulated sugar, 1 whole egg plus 2 yolks and vanilla until smooth.
Add in flour, baking powder and salt and mix until just combined. Spread in prepared pan.
Top with chocolate chips and mini marshmallows.
In a clean mixing bowl with whisk attachment on your mixer, beat the 2 remaining egg whites until stiff peaks form, about 2 minutes on high.
Fold in light brown sugar and stir until combined and there are no lumps.
Spread on top of chocolate chips and marshmallows.
Bake 30-35 minutes until top is golden brown.
Allow to cool completely before cutting into squares",10,"1/2 cup butter, room temperature",1 cup granulated sugar,1 teaspoon vanilla,"1 whole egg + 2 eggs, separated",1 1/2 cups flour,Cookies & Cups,https://cookiesandcups.com/mud-hen-bars/,1 tsp baking powder,1/2 tsp salt,1 cup mini marshmallows,1 cup semi-sweet chocolate chips,"1 cup light brown sugar, packed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salted Honey Pistachio Cookies,Shelly,"Posted: Jan 17, 2018","Updated: Jun 14, 2024",5,33,Dessert,NA,NA,30 minutes,8 minutes,NA,38 minutes,36 cookies 1x,NA,7,"In a medium saucepan over medium-low heat melt the butter and bring to a boil. Stir or swirl pan consistently as the butter boils and begins to brown (about 5 minutes). It will turn a deep amber color. Remove from the heat and allow the butter to cool for 20-30 minutes.
Preheat oven to 350°F. Line a baking sheet with parchment paper and set aside.
When the butter is cooled add it to the bowl of your stand mixer, along with the brown sugar and granulated sugar. Mix on medium speed for 1 minute. Add in the honey, egg, vanilla, sea salt, and baking soda. Mix for an additional minute, until combined.
Turn mixer to low and add in flour, mixing until just incorporated. Stir in the pistachios and white chocolate chips until evenly combined.
Using a medium cookie scoop (2 tablespoons) drop the dough onto the prepared baking sheet about 2- inches apart. Bake for 8 minutes, or until the edges are lightly golden. Don’t over-bake.
Allow the cookies to cool for 3-4 minutes on the baking sheet, and then transfer to a wire rack to cool completely.
Sprinkle with flaked sea salt if desired.",12,1 cup butter,1/2 cup light brown sugar,1/4 cup granulated sugar,1/2 cup honey,1 egg,Cookies & Cups,https://cookiesandcups.com/salted-honey-pistachio-cookies/,1 tablespoon vanilla extract,1 teaspoon coarse sea salt,1 teaspoon baking soda,2 1/2 cups all purpose flour,1 cup chopped pistachios,1 cup white chocolate chips,optional – flaked sea salt for garnish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Caramel Coconut Cookies,Shelly,"Posted: Dec 13, 2017","Updated: Apr 3, 2025",NA,NA,Cookies,NA,NA,20 minutes,10 minutes,NA,30 minutes,30 cookies 1x,NA,9,"Preheat the oven to 350°F. Line a baking sheet with parchment paper and set aside.
In a bowl of your stand mixer fitted with the paddle attachment, mix butter and sugar together on medium speed for 2 minutes.
Turn the mixer to low and add vanilla, milk, cocoa powder, salt, baking powder, and baking soda. Once combined, turn the mixer up to medium and mix until smooth, and combine, scraping sides of bowl as necessary.
Add flour and mix until just incorporated.
Form dough into 1-inch balls and place on the prepared baking sheet. Press the center of each dough ball down with your thumb creating an indent. Set aside.
In a medium bowl combine coconut and caramel, stirring until evenly mixed. Spoon a teaspoon-sized amount of caramel into the indent of each cookie. Bake for 8-10 minutes, or until the cookies are set.
Allow the cookies to cool on the baking sheet for 3-4 minutes and then transfer to a wire rack to cool completely.
Place chocolate chips in a small bowl, heat in 20-second increments, stirring in between each, until chocolate is melted and smooth. Place melted chocolate in a small zip top bag with the corner snipped off and drizzle cookies with melted chocolate.
Allow chocolate to set before storing. ",12,"1 cup butter, room temperature",3/4 cup granulated sugar,1 teaspoon vanilla extract,1 tablespoon milk,1/3 cup cocoa powder,Cookies & Cups,https://cookiesandcups.com/chocolate-caramel-cookies/,1/2 teaspoon kosher salt,1 teaspoon baking powder,1/2 teaspoon baking soda,1 3/4 cups all-purpose flour,2 cup sweetened flaked coconut,1/3 cup caramel sauce,1/2 cup semi-sweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricotta Cookies,Shelly,"Posted: Dec 12, 2017","Updated: Mar 22, 2023",4.3,12,Cookies,NA,NA,10 minutes,10 minutes,NA,20 minutes,36 cookies 1x,NA,6,"Cookies: Preheat oven to 350°F. Line a baking sheet with parchment paper and set aside.
In the bowl of your stand mixer fitted with the paddle attachment mix together the butter and sugar on medium speed for 2 minutes. Add in the eggs, ricotta cheese, vanilla, salt, baking powder, baking soda and mix for an additional minute until combined, scraping the sides of the bowl as necessary.
Turn the mixer to low and add in the flour, mixing until a dough forms. Portion out the dough using a medium (2 tablespoon) cookie scoop. Roll into balls and place on prepared baking sheet 2 inches apart.
Bake for 8-10 minutes until the edges are lightly golden.
Transfer to a wire rack.
Icing: In a medium bowl, whisk the powdered sugar, almond extract, and milk, together until smooth. Spoon the glaze over warm cookies or alternately, dip the cookies into the gaze, and sprinkle with colored candy sprinkles.",13,"1 cup butter, room temperature",1 3/4 cups granulated sugar,2 large eggs,15 ounces ricotta cheese,2 teaspoons vanilla extract,Cookies & Cups,https://cookiesandcups.com/italian-ricotta-cookies/,1/2 teaspoon kosher salt,1 teaspoon baking powder,1 teaspoon baking soda,4 cups all purpose flour,1 1/2 cups powdered sugar,1/2 teaspoon almond extract,3–4 tablespoons milk,1/4 cup sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orange Cranberry Meltaway Cookies,Shelly,"Posted: Dec 11, 2017","Updated: Dec 7, 2022",4.8,19,Cookies,NA,NA,10 minutes,10 minutes,NA,20 minutes,24 cookies 1x,NA,8,"Preheat oven to 375°F. Line a baking sheet with parchment paper and set aside.
Place the dried cranberries in a small bowl and cover with water. Allow them to soak for 5-10 minutes.
In the bowl of your stand mixer, fitted with the paddle attachment mix the butter and sugar on medium speed for 2 minutes. Add in the zest, egg, vanilla, and baking soda. Mix for 1 minutes until combined, scraping down the sides of the bowl as necessary.
Turn the mixer to low and mix in the flour until just combined.
Drain the cranberries and pat dry. Add the into the dough and stir until evenly incorporated.
Using a medium (2- tablespoon) cookie scoop, portion the dough onto the prepared baking sheet 2 inches apart. Bake for 8-10 minutes, until the edges are slightly golden, being careful not to over bake.
Allow the cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack.
Whisk together the powdered sugar and orange juice in a medium bowl. Drizzle 1 teaspoon of the glaze onto each cookie and allow the glaze to set.",10,1 cup dried cranberries,"1 cup butter, room temperature",1 cup granulated sugar,1 tablespoon orange zest,1 egg,Cookies & Cups,https://cookiesandcups.com/orange-cranberry-meltaway-cookies/,1 teaspoon vanilla extract,3/4 teaspoon baking soda,2 1/2 cups flour,1 1/4 cups powdered sugar,2–3 tablespoons orange juice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chewy Molasses Cookies,Shelly,"Posted: Dec 8, 2017","Updated: Dec 10, 2023",4,3,Cookies,NA,NA,10 minutes,10 minutes,NA,20 minutes,24 cookies 1x,NA,7,"Preheat oven to 350°F. Line a baking sheet with parchment paper and set aside.
In the bowl of your stand mixer fitted with the paddle attachment mix the butter and 1 cup of the sugar together on medium speed for 2 minutes, place the additional sugar in a small bowl for later.
Add in the egg, molasses, vanilla, baking soda, salt, cinnamon, and ginger and mix for an additional minute, until combined and smooth, scraping the sides of the bowl as necessary.
Turn the mixer to low and add in the flour, mixing until just combined.
Using a medium cookie scoop (2 tablespoons) portion out the dough and roll it into balls. Roll the dough ball into the reserved sugar and place it on the prepared baking sheet 2- inches apart.
Bake for 9-10 minutes, until the edges are set.
Transfer cookies to a wire rack to cool completely.",10,"3/4 cup butter, room temperature","1 1/4 cups granulated sugar, divided",1 egg,1/4 cup molasses,1 teaspoon vanilla,Cookies & Cups,https://cookiesandcups.com/soft-molasses-cookies/,1 teaspoon baking soda,1/2 teaspoon kosher salt,1 teaspoon ground cinnamon,1/2 teaspoon ground ginger,2 1/4 cups flour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
